code,date,close,max,low,avg,volume,turnover in BEST,total turnover
MPT,04.01.2019,48480.00,48480.00,48480.00,48480.00,2,96960,96960
MPT,08.01.2019,48480.00,48480.00,48350.00,48431.57,51,2470010,2470010
MPT,09.01.2019,49500.00,49500.00,49000.00,49208.33,12,590500,590500
MPT,10.01.2019,49900.00,49900.00,49100.00,49527.94,34,1683950,1683950
MPT,11.01.2019,50001.00,50001.00,49550.00,49850.67,99,4935216,4935216
MPT,14.01.2019,50399.00,50399.00,50350.00,50388.47,17,856604,856604
MPT,15.01.2019,50500.00,50501.00,50400.00,50485.48,132,6664084,6664084
MPT,16.01.2019,50102.00,50500.00,50100.00,50186.90,29,1455420,1455420
MPT,17.01.2019,50000.00,50200.00,50000.00,50046.15,52,2602400,2602400
MPT,18.01.2019,50000.00,50000.00,50000.00,50000.00,10,500000,500000
MPT,21.01.2019,49500.00,49500.00,49500.00,49500.00,3,148500,148500
MPT,22.01.2019,49501.00,50000.00,49500.00,49946.50,28,1398502,1398502
MPT,23.01.2019,50000.00,50000.00,49989.00,49998.86,22,1099975,1099975
MPT,24.01.2019,49900.00,49900.00,49500.00,49660.00,5,248300,248300
MPT,25.01.2019,50400.00,50400.00,49600.00,49902.86,35,1746600,1746600
MPT,28.01.2019,50500.00,50500.00,50500.00,50500.00,11,555500,555500
MPT,30.01.2019,50000.00,50000.00,50000.00,50000.00,5,250000,250000
MPT,31.01.2019,50400.00,50400.00,50000.00,50200.00,8,401600,401600
MPT,01.02.2019,50300.00,50300.00,50000.00,50031.03,29,1450900,1450900
MPT,04.02.2019,50000.00,50001.00,50000.00,50000.06,33,1650002,1650002
MPT,05.02.2019,50000.00,50000.00,50000.00,50000.00,4,200000,200000
MPT,06.02.2019,50000.00,50000.00,50000.00,50000.00,18,900000,900000
MPT,07.02.2019,50002.00,50002.00,50000.00,50001.11,18,900020,900020
MPT,08.02.2019,50420.00,50420.00,50420.00,50420.00,14,705880,705880
MPT,11.02.2019,50501.00,50700.00,50501.00,50633.67,15,759505,759505
MPT,12.02.2019,50900.00,50900.00,50700.00,50806.67,30,1524200,1524200
MPT,13.02.2019,51300.00,51300.00,51000.00,51211.65,26,1331503,1331503
MPT,14.02.2019,51299.00,51299.00,51299.00,51299.00,2,102598,102598
MPT,15.02.2019,51400.00,51500.00,51300.00,51400.09,46,2364404,2364404
MPT,19.02.2019,51300.00,51420.00,51300.00,51376.33,61,3133956,3133956
MPT,20.02.2019,51500.00,51600.00,51499.00,51516.28,61,3142493,3142493
MPT,21.02.2019,51550.00,51550.00,51550.00,51550.00,14,721700,721700
MPT,22.02.2019,51520.00,51700.00,51520.00,51607.78,18,928940,928940
MPT,25.02.2019,51600.00,51600.00,51600.00,51600.00,1,51600,51600
MPT,26.02.2019,50504.00,50800.00,50504.00,50602.67,3,151808,151808
MPT,27.02.2019,51000.00,51000.00,50521.00,50726.29,7,355084,355084
MPT,28.02.2019,50500.00,50516.00,50500.00,50512.69,13,656665,656665
MPT,01.03.2019,51499.00,51500.00,51000.00,51347.00,18,924246,924246
MPT,04.03.2019,51600.00,51600.00,51161.00,51431.15,13,668605,668605
MPT,05.03.2019,51000.00,51000.00,51000.00,51000.00,21,1071000,1071000
MPT,06.03.2019,51000.00,51000.00,51000.00,51000.00,40,2040000,2040000
MPT,07.03.2019,51600.00,51650.00,50600.00,51378.46,89,4572683,4572683
MPT,11.03.2019,51500.00,51600.00,51251.00,51499.31,65,3347455,3347455
MPT,12.03.2019,51500.00,51500.00,51500.00,51500.00,20,1030000,1030000
MPT,13.03.2019,51750.00,52001.00,51001.00,51757.73,100,5175773,5175773
MPT,14.03.2019,52000.00,52900.00,52000.00,52105.96,95,4950066,4950066
MPT,15.03.2019,52100.00,52200.00,52100.00,52124.26,27,1407355,1407355
MPT,18.03.2019,52000.00,52100.00,52000.00,52028.57,7,364200,364200
MPT,19.03.2019,51999.00,52000.00,51800.00,51874.83,83,4305611,4305611
MPT,21.03.2019,51500.00,51500.00,51500.00,51500.00,29,1493500,1493500
MPT,25.03.2019,51900.00,51900.00,51900.00,51900.00,11,570900,570900
MPT,26.03.2019,51500.00,51500.00,51500.00,51500.00,5,257500,257500
MPT,27.03.2019,51001.00,51001.00,51001.00,51001.00,3,153003,153003
MPT,28.03.2019,51501.00,51501.00,51500.00,51500.33,6,309002,309002
MPT,29.03.2019,51500.00,51500.00,51500.00,51500.00,1,51500,51500
MPT,01.04.2019,51500.00,51500.00,51500.00,51500.00,10,515000,515000
MPT,02.04.2019,51500.00,51500.00,51001.00,51485.71,35,1802000,1802000
MPT,03.04.2019,51499.00,51500.00,51499.00,51499.17,30,1544975,1544975
MPT,04.04.2019,51000.00,51000.00,51000.00,51000.00,9,459000,459000
MPT,05.04.2019,50501.00,51000.00,50501.00,50958.42,12,611501,611501
MPT,08.04.2019,50600.00,50600.00,50600.00,50600.00,1,50600,50600
MPT,09.04.2019,51000.00,51000.00,51000.00,51000.00,5,255000,255000
MPT,10.04.2019,51500.00,51600.00,51500.00,51510.00,40,2060400,2060400
MPT,11.04.2019,51500.00,51600.00,51500.00,51503.55,31,1596610,1596610
MPT,12.04.2019,51500.00,51500.00,51500.00,51500.00,87,4480500,4480500
MPT,15.04.2019,51500.00,51500.00,51500.00,51500.00,1,51500,51500
MPT,16.04.2019,52300.00,52300.00,52000.00,52080.00,15,781200,781200
MPT,17.04.2019,52750.00,53000.00,52500.00,52729.66,59,3111050,3111050
MPT,18.04.2019,52800.00,52800.00,52800.00,52800.00,2,105600,105600
MPT,19.04.2019,52500.00,52500.00,52500.00,52500.00,9,472500,472500
MPT,22.04.2019,52001.00,52500.00,52001.00,52481.86,58,3043948,3043948
MPT,23.04.2019,52500.00,52500.00,52400.00,52491.43,14,734880,734880
MPT,24.04.2019,52102.00,52500.00,52102.00,52479.05,38,1994204,1994204
MPT,25.04.2019,52500.00,52500.00,52500.00,52500.00,19,997500,997500
MPT,30.04.2019,52500.00,52500.00,52500.00,52500.00,17,892500,892500
MPT,02.05.2019,52800.00,52800.00,52503.00,52753.12,17,896803,896803
MPT,03.05.2019,52500.00,52500.00,52005.00,52484.03,31,1627005,1627005
MPT,06.05.2019,53000.00,53000.00,52800.00,52823.53,17,898000,898000
MPT,07.05.2019,52800.00,53000.00,52031.00,52635.97,38,2000167,2000167
MPT,08.05.2019,54799.00,54799.00,52700.00,53146.24,45,2391581,2391581
MPT,09.05.2019,53202.00,53202.00,53202.00,53202.00,10,532020,532020
MPT,10.05.2019,55000.00,55000.00,53302.00,54808.82,80,4384706,4384706
MPT,13.05.2019,58200.00,59998.00,55000.00,57024.16,58,3307401,3307401
MPT,14.05.2019,58959.00,58959.00,57500.00,58034.48,25,1450862,1450862
MPT,15.05.2019,58500.00,58999.00,58000.00,58551.89,19,1112486,1112486
MPT,16.05.2019,59500.00,59500.00,58500.00,58718.14,136,7985667,17053167
MPT,17.05.2019,60479.00,60479.00,59900.00,60020.47,89,5341822,5341822
MPT,20.05.2019,62000.00,62005.00,61320.00,61919.32,94,5820416,5820416
MPT,21.05.2019,63000.00,63000.00,62100.00,62570.49,71,4442505,4442505
MPT,22.05.2019,63200.00,63200.00,62500.00,62894.49,80,5031559,5031559
MPT,23.05.2019,63300.00,63400.00,63010.00,63165.11,35,2210779,2210779
MPT,27.05.2019,64450.00,64450.00,63200.00,63960.53,76,4861000,4861000
MPT,28.05.2019,64999.00,65200.00,64500.00,64987.73,142,9228258,9228258
MPT,29.05.2019,65000.00,65200.00,65000.00,65011.87,71,4615843,4615843
MPT,30.05.2019,64250.00,65000.00,64250.00,64645.73,11,711103,711103
MPT,31.05.2019,63000.00,63101.00,62707.00,62922.76,83,5222589,5222589
MPT,03.06.2019,63000.00,64000.00,63000.00,63117.94,17,1073005,1073005
MPT,05.06.2019,64000.00,64000.00,63900.00,63990.18,11,703892,703892
MPT,06.06.2019,64700.00,65000.00,64556.00,64826.00,45,2917170,2917170
MPT,07.06.2019,64000.00,64000.00,64000.00,64000.00,11,704000,704000
MPT,10.06.2019,64000.00,64899.00,64000.00,64047.32,19,1216899,1216899
MPT,11.06.2019,63000.00,63001.00,63000.00,63000.05,40,2520002,2520002
MPT,12.06.2019,62000.00,62500.00,62000.00,62129.03,31,1926000,1926000
MPT,13.06.2019,61500.00,62001.00,61500.00,61932.16,77,4768776,4768776
MPT,17.06.2019,61500.00,61500.00,61300.00,61390.91,11,675300,675300
MPT,18.06.2019,61701.00,61800.00,61500.00,61561.35,80,4924908,4924908
MPT,19.06.2019,62500.00,62500.00,61750.00,62171.24,51,3170733,3170733
MPT,20.06.2019,63000.00,63000.00,62500.00,62913.00,19,1195347,1195347
MPT,21.06.2019,63001.00,63150.00,63000.00,63025.11,18,1134452,1134452
MPT,24.06.2019,63000.00,63500.00,63000.00,63333.33,3,190000,190000
MPT,25.06.2019,62500.00,62999.00,62500.00,62880.24,42,2640970,2640970
MPT,26.06.2019,62052.00,62500.00,62052.00,62191.04,26,1616967,1616967
MPT,27.06.2019,62250.00,62498.00,62250.00,62276.74,19,1183258,1183258
MPT,28.06.2019,62000.00,62000.00,61610.00,61980.98,41,2541220,2541220
MPT,01.07.2019,61630.00,61630.00,61500.00,61526.00,5,307630,307630
MPT,02.07.2019,61501.00,61501.00,61500.00,61500.14,7,430501,430501
MPT,03.07.2019,61700.00,61700.00,61400.00,61634.24,72,4437665,4437665
MPT,04.07.2019,61700.00,61701.00,61699.00,61699.80,54,3331789,3331789
MPT,05.07.2019,61999.00,61999.00,61700.00,61899.33,6,371396,371396
MPT,08.07.2019,63000.00,63000.00,62000.00,62250.00,20,1245000,1245000
MPT,09.07.2019,62900.00,62999.00,62900.00,62933.00,3,188799,188799
MPT,11.07.2019,62500.00,62500.00,62500.00,62500.00,3,187500,187500
MPT,12.07.2019,62500.00,62500.00,62500.00,62500.00,3,187500,187500
MPT,15.07.2019,62499.00,62500.00,62450.00,62486.29,24,1499671,1499671
MPT,16.07.2019,62000.00,62001.00,62000.00,62000.67,15,930010,930010
MPT,17.07.2019,61601.00,62000.00,61601.00,61869.20,15,928038,928038
MPT,18.07.2019,61502.00,61998.00,61500.00,61564.95,41,2524163,2524163
MPT,19.07.2019,61502.00,61502.00,61500.00,61500.41,27,1660511,1660511
MPT,22.07.2019,61503.00,61505.00,61503.00,61504.00,4,246016,246016
MPT,23.07.2019,61500.00,61506.00,61500.00,61503.18,28,1722089,1722089
MPT,24.07.2019,61500.00,61500.00,61500.00,61500.00,6,369000,369000
MPT,25.07.2019,61500.00,61500.00,61500.00,61500.00,3,184500,184500
MPT,29.07.2019,61500.00,61500.00,61500.00,61500.00,1,61500,61500
MPT,30.07.2019,61502.00,61505.00,61500.00,61500.32,53,3259517,3259517
MPT,31.07.2019,62000.00,62000.00,61999.00,61999.97,131,8121996,8121996
MPT,01.08.2019,62700.00,62700.00,62400.00,62438.46,26,1623400,14023400
MPT,05.08.2019,63000.00,63000.00,63000.00,63000.00,55,3465000,3465000
MPT,06.08.2019,63000.00,63000.00,63000.00,63000.00,17,1071000,1071000
MPT,07.08.2019,62100.00,63000.00,62002.00,62490.17,18,1124823,1124823
MPT,09.08.2019,62502.00,62502.00,62500.00,62500.59,17,1062510,1062510
MPT,12.08.2019,62500.00,62505.00,62500.00,62500.46,215,13437599,13437599
MPT,13.08.2019,63000.00,63000.00,62800.00,62976.73,26,1637395,1637395
MPT,14.08.2019,63000.00,63000.00,62999.00,62999.92,12,755999,755999
MPT,15.08.2019,62502.00,62999.00,62502.00,62565.39,18,1126177,1126177
MPT,16.08.2019,62000.00,62501.00,61501.00,61968.46,39,2416770,2416770
MPT,19.08.2019,62200.00,62201.00,62200.00,62200.03,31,1928201,1928201
MPT,20.08.2019,62501.00,62501.00,62200.00,62259.95,65,4046897,4046897
MPT,21.08.2019,62700.00,62700.00,62500.00,62600.79,14,876411,876411
MPT,22.08.2019,62553.00,62900.00,62500.00,62711.85,26,1630508,1630508
MPT,23.08.2019,63000.00,64000.00,62800.00,63052.61,72,4539788,4539788
MPT,26.08.2019,63000.00,63001.00,63000.00,63000.04,47,2961002,2961002
MPT,27.08.2019,62600.00,63000.00,62501.00,62807.20,15,942108,942108
MPT,29.08.2019,63200.00,63300.00,62999.00,63171.56,72,4548352,4548352
MPT,30.08.2019,63500.00,63500.00,63200.00,63356.25,64,4054800,4054800
MPT,02.09.2019,64000.00,64001.00,63000.00,63712.18,33,2102502,2102502
MPT,03.09.2019,64000.00,64000.00,64000.00,64000.00,28,1792000,1792000
MPT,04.09.2019,67999.00,68999.00,65319.00,66335.18,244,16185783,21190783
MPT,05.09.2019,67150.00,67160.00,67150.00,67155.00,10,671550,671550
MPT,06.09.2019,67500.00,67500.00,67150.00,67419.44,18,1213550,1213550
MPT,10.09.2019,67470.00,67500.00,67000.00,67334.29,7,471340,471340
MPT,11.09.2019,66500.00,67000.00,66500.00,66737.91,56,3737323,3737323
MPT,12.09.2019,66799.00,66800.00,66799.00,66799.83,6,400799,400799
MPT,13.09.2019,66001.00,66500.00,66001.00,66308.08,13,862005,862005
MPT,16.09.2019,66000.00,66000.00,65500.00,65937.50,16,1055000,1055000
MPT,17.09.2019,66500.00,66500.00,66300.00,66438.46,13,863700,863700
MPT,19.09.2019,66501.00,66501.00,66001.00,66491.78,115,7646555,7646555
MPT,20.09.2019,68200.00,68400.00,66550.00,67188.50,48,3225048,10207548
MPT,23.09.2019,71000.00,71000.00,67500.00,68346.43,28,1913700,3938700
MPT,24.09.2019,70396.00,70396.00,70330.00,70349.91,33,2321547,2321547
MPT,25.09.2019,72000.00,73000.00,70396.00,72489.81,112,8118859,8118859
MPT,26.09.2019,73000.00,73500.00,72000.00,72649.54,123,8935893,8935893
MPT,27.09.2019,73400.00,73500.00,72000.00,73012.38,124,9053535,9053535
MPT,30.09.2019,73000.00,73000.00,72999.00,72999.96,98,7153996,7153996
MPT,01.10.2019,73000.00,73200.00,73000.00,73018.18,77,5622400,5622400
MPT,02.10.2019,73200.00,73500.00,73200.00,73272.64,33,2417997,2417997
MPT,03.10.2019,74000.00,74000.00,73500.00,73826.67,15,1107400,1107400
MPT,04.10.2019,75000.00,75001.00,74000.00,74984.14,362,27144259,27144259
MPT,07.10.2019,80001.00,80001.00,76300.00,79184.89,76,6018052,14018052
MPT,08.10.2019,80300.00,80400.00,80000.00,80054.32,141,11287659,11287659
MPT,09.10.2019,79000.00,80002.00,79000.00,79643.25,56,4460022,4460022
MPT,10.10.2019,76140.00,78000.00,76140.00,77148.67,21,1620122,1620122
MPT,14.10.2019,72500.00,76488.00,72500.00,73895.25,36,2660229,2660229
MPT,15.10.2019,71700.00,72911.00,70000.00,71273.31,95,6770964,6770964
MPT,16.10.2019,73000.00,73000.00,71505.00,72186.11,73,5269586,5269586
MPT,17.10.2019,73700.00,74989.00,73700.00,73986.75,28,2071629,2071629
MPT,18.10.2019,71900.00,72500.00,71500.00,72169.12,17,1226875,1226875
MPT,21.10.2019,70000.00,70005.00,68000.00,69337.30,64,4437587,4437587
MPT,22.10.2019,72000.00,72000.00,70020.00,70965.25,102,7238456,7238456
MPT,24.10.2019,72200.00,73094.00,72000.00,72738.71,68,4946232,18232232
MPT,25.10.2019,73500.00,73500.00,73000.00,73395.66,59,4330344,4330344
MPT,28.10.2019,73096.00,73200.00,73096.00,73113.33,12,877360,877360
MPT,29.10.2019,73095.00,73095.00,73094.00,73094.88,8,584759,584759
MPT,30.10.2019,73000.00,73096.00,72999.00,73016.13,95,6936532,40662532
MPT,31.10.2019,72000.00,72000.00,72000.00,72000.00,2,144000,144000
MPT,01.11.2019,71000.00,71500.00,70500.00,71165.98,91,6476104,38777104
MPT,04.11.2019,71000.00,71000.00,70200.00,70280.33,64,4497941,4497941
MPT,05.11.2019,71150.00,72000.00,71000.00,71116.74,72,5120405,5120405
MPT,06.11.2019,73000.00,73096.00,71314.00,72824.45,80,5825956,5825956
MPT,07.11.2019,73100.00,73800.00,73100.00,73683.33,24,1768400,1768400
MPT,12.11.2019,72000.00,72100.00,71999.00,72016.50,12,864198,864198
MPT,13.11.2019,72000.00,72020.00,72000.00,72008.33,12,864100,864100
MPT,15.11.2019,74168.00,74168.00,73000.00,73820.13,63,4650668,4650668
MPT,18.11.2019,73000.00,73700.00,73000.00,73140.00,5,365700,365700
MPT,19.11.2019,73200.00,73500.00,73200.00,73320.00,15,1099800,1099800
MPT,22.11.2019,74500.00,74500.00,73000.00,73736.02,105,7742282,7742282
MPT,25.11.2019,74000.00,74000.00,74000.00,74000.00,16,1184000,1184000
MPT,26.11.2019,74500.00,74500.00,74500.00,74500.00,6,447000,447000
MPT,27.11.2019,74650.00,74650.00,74001.00,74419.12,8,595353,595353
MPT,28.11.2019,76000.00,76000.00,74650.00,75094.73,125,9386841,9386841
MPT,29.11.2019,78000.00,78000.00,75507.00,76864.27,22,1691014,1691014
MPT,02.12.2019,76500.00,76500.00,76490.00,76499.23,13,994490,994490
MPT,03.12.2019,76500.00,76500.00,76000.00,76083.33,12,913000,913000
MPT,04.12.2019,76000.00,76000.00,75990.00,75996.50,24,1823916,1823916
MPT,05.12.2019,76499.00,76499.00,75800.00,76220.03,34,2591481,2591481
MPT,06.12.2019,77000.00,77000.00,76100.00,76676.92,26,1993600,1993600
MPT,10.12.2019,76501.00,77000.00,76501.00,76673.09,22,1686808,1686808
MPT,11.12.2019,76500.00,77000.00,75800.00,76471.43,7,535300,535300
MPT,12.12.2019,76000.00,76500.00,76000.00,76437.50,8,611500,611500
MPT,13.12.2019,76500.00,76500.00,76500.00,76500.00,29,2218500,2218500
MPT,16.12.2019,76500.00,76500.00,76500.00,76500.00,70,5355000,5355000
MPT,17.12.2019,76500.00,76500.00,76499.00,76499.96,25,1912499,1912499
MPT,18.12.2019,76500.00,76500.00,76499.00,76499.88,32,2447996,2447996
MPT,19.12.2019,76500.00,76500.00,76499.00,76499.84,74,5660988,5660988
MPT,23.12.2019,75100.00,75100.00,75100.00,75100.00,16,1201600,1201600
MPT,24.12.2019,76500.00,76500.00,75101.00,75889.01,153,11611018,14631018
MPT,25.12.2019,76000.00,76000.00,75000.00,75371.39,49,3693198,3693198
MPT,26.12.2019,76499.00,76499.00,75301.00,75779.88,99,7502208,10144708
MPT,27.12.2019,77000.00,77000.00,75800.00,76687.50,32,2454000,2454000
MPT,30.12.2019,77850.00,77999.00,76003.00,77850.19,67,5215963,5215963
MPT,03.01.2020,78000.00,78000.00,76501.00,77617.24,17,1319493,1319493
MPT,08.01.2020,77650.00,77650.00,77650.00,77650.00,2,155300,155300
MPT,09.01.2020,77650.00,77950.00,77650.00,77690.54,37,2874550,2874550
MPT,10.01.2020,79500.00,79500.00,79000.00,79136.95,61,4827354,4827354
MPT,13.01.2020,80000.00,82000.00,79500.00,80035.18,82,6562885,6562885
MPT,14.01.2020,79500.00,80051.00,79500.00,79867.00,6,479202,479202
MPT,15.01.2020,79999.00,79999.00,79000.00,79720.55,22,1753852,1753852
MPT,16.01.2020,79897.00,79898.00,79897.00,79897.67,3,239693,239693
MPT,17.01.2020,79898.00,79898.00,79300.00,79852.73,22,1756760,1756760
MPT,20.01.2020,79500.00,79949.00,79500.00,79721.62,21,1674154,1674154
MPT,21.01.2020,79500.00,79899.00,79499.00,79512.48,64,5088799,5088799
MPT,22.01.2020,79000.00,79848.00,79000.00,79172.15,27,2137648,2137648
MPT,23.01.2020,78500.00,79000.00,78500.00,78843.65,48,3784495,3784495
MPT,24.01.2020,78001.00,78500.00,78001.00,78121.84,19,1484315,1484315
MPT,27.01.2020,76900.00,76900.00,76900.00,76900.00,1,76900,76900
MPT,28.01.2020,78000.00,79000.00,78000.00,78115.38,13,1015500,1015500
MPT,29.01.2020,78000.00,78000.00,78000.00,78000.00,25,1950000,1950000
MPT,30.01.2020,77000.00,77990.00,77000.00,77124.00,8,616992,616992
MPT,31.01.2020,79000.00,79000.00,78750.00,78974.64,69,5449250,5449250
MPT,03.02.2020,78003.00,78999.00,78000.00,78081.20,25,1952030,1952030
MPT,04.02.2020,78000.00,78200.00,78000.00,78023.16,74,5773714,5773714
MPT,05.02.2020,77500.00,78000.00,77500.00,77680.88,48,3728682,3728682
MPT,06.02.2020,77150.00,77500.00,77150.00,77493.14,51,3952150,3952150
MPT,07.02.2020,77500.00,77500.00,77500.00,77500.00,9,697500,697500
MPT,10.02.2020,77900.00,77900.00,77900.00,77900.00,1,77900,77900
MPT,11.02.2020,77500.00,78000.00,77500.00,77899.57,54,4206577,4206577
MPT,12.02.2020,77000.00,77300.00,76500.00,76923.79,109,8384693,8384693
MPT,13.02.2020,77000.00,77000.00,76900.00,76998.33,60,4619900,4619900
MPT,14.02.2020,77100.00,77101.00,77000.00,77067.13,15,1156007,1156007
MPT,17.02.2020,78100.00,78151.00,77001.00,77852.09,64,4982534,4982534
MPT,18.02.2020,78000.00,78120.00,78000.00,78053.11,38,2966018,2966018
MPT,19.02.2020,77997.00,77997.00,77996.00,77996.67,3,233990,233990
MPT,21.02.2020,78000.00,78053.00,77500.00,77971.46,174,13567034,13567034
MPT,24.02.2020,77500.00,78000.00,77500.00,77548.82,262,20317792,20317792
MPT,25.02.2020,76496.00,76994.00,76100.00,76627.51,92,7049731,32613731
MPT,26.02.2020,73500.00,76200.00,72100.00,73783.51,136,10034557,13173557
MPT,27.02.2020,72000.00,72300.00,71571.00,71862.62,224,16097226,16097226
MPT,28.02.2020,73500.00,73500.00,71990.00,72613.89,110,7987528,7987528
MPT,02.03.2020,75000.00,75000.00,74792.00,74941.39,28,2098359,2098359
MPT,03.03.2020,76500.00,76500.00,75000.00,75551.47,68,5137500,5137500
MPT,04.03.2020,76500.00,76500.00,76499.00,76499.70,10,764997,764997
MPT,05.03.2020,78000.00,78000.00,76500.00,77086.36,110,8479500,8479500
MPT,06.03.2020,77000.00,78000.00,77000.00,77125.00,8,617000,617000
MPT,09.03.2020,70002.00,73000.00,70002.00,70419.81,104,7323660,7323660
MPT,10.03.2020,72535.00,73999.00,72534.00,72565.14,66,4789299,4789299
MPT,11.03.2020,72500.00,72500.00,72500.00,72500.00,19,1377500,1377500
MPT,12.03.2020,65251.00,65251.00,65251.00,65251.00,44,2871044,2871044
MPT,13.03.2020,64000.00,67200.00,64000.00,65229.74,254,16568354,16568354
MPT,16.03.2020,58707.00,59999.00,58707.00,58819.35,23,1352845,1352845
MPT,17.03.2020,55879.00,58000.00,55879.00,57797.86,42,2427510,2427510
MPT,18.03.2020,54908.00,54908.00,54908.00,54908.00,6,329448,329448
MPT,19.03.2020,52163.00,52163.00,52163.00,52163.00,21,1095423,1095423
MPT,20.03.2020,53683.00,54771.00,52163.00,54047.01,675,36481735,36481735
MPT,23.03.2020,51345.00,51345.00,51345.00,51345.00,21,1078245,1078245
MPT,24.03.2020,52000.00,52000.00,49035.00,50152.70,367,18406041,18406041
MPT,25.03.2020,52660.00,52660.00,51862.00,52643.12,138,7264750,7264750
MPT,26.03.2020,47379.00,51500.00,47379.00,48063.77,77,3700910,3700910
MPT,27.03.2020,43258.00,44378.00,43258.00,43531.49,198,8619235,8619235
MPT,30.03.2020,47499.00,47500.00,45001.00,46533.78,50,2326689,2326689
MPT,31.03.2020,49557.00,51089.00,49557.00,50496.41,22,1110921,1110921
MPT,01.04.2020,46351.00,47431.00,46300.00,46485.98,124,5764261,5764261
MPT,03.04.2020,50000.00,50900.00,49509.00,50291.21,39,1961357,5253073
MPT,06.04.2020,54000.00,54771.00,51134.00,53392.48,48,2562839,2562839
MPT,07.04.2020,56650.00,56650.00,54781.00,56030.45,71,3978162,3978162
MPT,08.04.2020,54350.00,56500.00,52601.00,55273.88,40,2210955,2210955
MPT,09.04.2020,53625.00,56499.00,53625.00,56020.00,12,672240,672240
MPT,10.04.2020,57000.00,57700.00,57000.00,57257.98,40,2290319,2290319
MPT,13.04.2020,56000.00,57500.00,56000.00,56925.48,27,1536988,1536988
MPT,14.04.2020,56500.00,57000.00,56499.00,56624.90,48,2717995,2717995
MPT,15.04.2020,55200.00,56000.00,55200.00,55700.00,16,891200,891200
MPT,16.04.2020,57000.00,57000.00,55000.00,55864.92,122,6815520,6815520
MPT,22.04.2020,58731.00,58731.00,56900.00,57556.92,65,3741200,3741200
MPT,23.04.2020,60500.00,60990.00,60500.00,60571.28,94,5693700,5693700
MPT,24.04.2020,63001.00,63001.00,61700.00,62471.90,39,2436404,2436404
MPT,27.04.2020,66000.00,66000.00,64346.00,65457.81,31,2029192,2029192
MPT,28.04.2020,67501.00,67506.00,67421.00,67434.75,24,1618434,1618434
MPT,29.04.2020,70000.00,70000.00,69457.00,69807.73,78,5445003,5445003
MPT,30.04.2020,70005.00,72501.00,70000.00,71105.58,89,6328397,6328397
MPT,04.05.2020,67999.00,72700.00,67900.00,69324.10,100,6932410,6932410
MPT,05.05.2020,67899.00,67899.00,67000.00,67027.39,44,2949205,2949205
MPT,06.05.2020,68000.00,68000.00,68000.00,68000.00,8,544000,544000
MPT,07.05.2020,68000.00,68000.00,67990.00,67998.33,36,2447940,2447940
MPT,08.05.2020,67001.00,67001.00,67001.00,67001.00,22,1474022,1474022
MPT,12.05.2020,68000.00,68000.00,68000.00,68000.00,2,136000,136000
MPT,13.05.2020,68499.00,68499.00,68499.00,68499.00,3,205497,205497
MPT,14.05.2020,69900.00,69900.00,68500.00,68977.93,184,12691940,12691940
MPT,15.05.2020,69900.00,69900.00,69000.00,69713.49,53,3694815,3694815
MPT,18.05.2020,69000.00,69000.00,69000.00,69000.00,9,621000,621000
MPT,19.05.2020,69000.00,69000.00,69000.00,69000.00,21,1449000,1449000
MPT,21.05.2020,68000.00,68200.00,68000.00,68021.04,24,1632505,1632505
MPT,22.05.2020,67553.00,68000.00,67552.00,67718.93,43,2911914,2911914
MPT,26.05.2020,67000.00,67560.00,67000.00,67121.74,23,1543800,1543800
MPT,27.05.2020,68000.00,68000.00,66500.00,67000.00,15,1005000,1005000
MPT,28.05.2020,68000.00,68000.00,68000.00,68000.00,5,340000,340000
MPT,29.05.2020,68000.00,68000.00,67500.00,67967.90,112,7612405,7612405
MPT,01.06.2020,67800.00,68000.00,67800.00,67833.33,12,814000,814000
MPT,02.06.2020,67500.00,68000.00,67500.00,67527.27,55,3714000,3714000
MPT,04.06.2020,67498.00,67498.00,67498.00,67498.00,14,944972,944972
MPT,08.06.2020,67500.00,67500.00,67500.00,67500.00,6,405000,405000
MPT,09.06.2020,66510.00,66510.00,66510.00,66510.00,3,199530,199530
MPT,10.06.2020,66150.00,66150.00,66101.00,66112.41,83,5487330,5487330
MPT,11.06.2020,65500.00,66001.00,65500.00,65722.50,36,2366010,2366010
MPT,12.06.2020,65500.00,65500.00,65000.00,65240.93,27,1761505,1761505
MPT,15.06.2020,63500.00,64603.00,63001.00,64138.44,81,5195214,5195214
MPT,16.06.2020,63500.00,63500.00,63001.00,63386.35,118,7479589,7479589
MPT,17.06.2020,64000.00,64000.00,64000.00,64000.00,92,5888000,5888000
MPT,18.06.2020,65900.00,65900.00,65900.00,65900.00,2,131800,131800
MPT,23.06.2020,66999.00,66999.00,66000.00,66499.50,10,664995,664995
MPT,25.06.2020,65000.00,65000.00,65000.00,65000.00,4,260000,260000
MPT,26.06.2020,65000.00,65000.00,65000.00,65000.00,10,650000,650000
MPT,29.06.2020,65000.00,65000.00,65000.00,65000.00,15,975000,975000
MPT,02.07.2020,64500.00,64500.00,64001.00,64450.10,10,644501,644501
MPT,07.07.2020,65000.00,65000.00,64700.00,64977.24,42,2729044,2729044
MPT,13.07.2020,65000.00,65000.00,65000.00,65000.00,14,910000,910000
MPT,14.07.2020,66000.00,66000.00,66000.00,66000.00,4,264000,264000
MPT,17.07.2020,66101.00,66999.00,66101.00,66851.09,35,2339788,2339788
MPT,21.07.2020,65000.00,65000.00,64999.00,64999.91,33,2144997,2144997
